CustomerID,total_sales,orders,total_quantity,avg_order_value
13418,6127.43,18,3918,340.4127777777778
13419,221.06,1,275,221.06
13420,159.85,2,101,79.925
13421,1851.08,2,1181,925.54
13422,2626.3,1,1326,2626.3
13425,1624.21,3,1123,541.4033333333333
13426,3641.32,10,2245,364.132
13427,582.6,3,545,194.20000000000002
13428,218.47,1,156,218.47
13429,1006.8,4,1390,251.7
13430,679.45,2,751,339.725
13431,1269.1,2,672,634.55
13434,534.24,2,300,267.12
13435,3809.89,7,2129,544.27
13436,196.89,1,76,196.89
13437,3408.06,7,1283,486.86571428571426
13439,283.71,1,242,283.71
13441,296.64,1,204,296.64
13447,1129.1399999999999,3,584,376.37999999999994
13448,3539.37,6,1660,589.895
13449,291.88,1,222,291.88
13450,2043.72,6,1982,340.62
13451,2976.15,5,2149,595.23
13452,590.0,2,2,295.0
13453,356.98,2,134,178.49
13455,1058.34,2,354,529.17
13456,1766.72,6,765,294.4533333333333
13458,9646.57,14,5508,689.0407142857142
13460,183.44,2,286,91.72
13461,1445.0,3,1170,481.6666666666667
13462,151.5,1,62,151.5
13464,674.68,1,403,674.68
13466,307.9,1,259,307.9
13467,1083.71,2,584,541.855
13468,5704.97,37,2589,154.1883783783784
13470,165.0,2,100,82.5
13471,2531.58,4,1590,632.895
13473,422.64,2,266,211.32
13474,229.59,1,132,229.59
13475,1431.78,4,1012,357.945
13476,1238.47,2,417,619.235
13477,1454.58,6,1021,242.42999999999998
13479,300.95,2,134,150.475
13481,1804.56,5,1142,360.912
13482,184.64,1,116,184.64
13483,140.34,1,160,140.34
13484,313.8,1,44,313.8
13485,454.24,1,277,454.24
13486,1122.41,3,669,374.1366666666667
13487,575.4,3,265,191.79999999999998
13488,8968.31,13,4518,689.87
13489,449.52,4,560,112.38
13491,1215.82,10,903,121.582
13492,1269.84,3,408,423.28
13493,618.63,2,380,309.315
13494,316.26,1,162,316.26
13495,2044.87,5,829,408.974
13496,653.33,2,341,326.665
13497,348.05,2,163,174.025
13499,1159.11,5,1365,231.82199999999997
13500,1166.77,3,609,388.92333333333335
13501,1340.32,1,560,1340.32
13502,292.0,3,264,97.33333333333333
13503,216.85,1,248,216.85
13504,295.93,1,178,295.93
13505,4393.63,4,2486,1098.4075
13506,458.52,2,324,229.26
13507,2479.16,4,1597,619.79
13508,110.97,1,24,110.97
13509,979.72,7,1106,139.96
13510,1791.56,4,1386,447.89
13512,251.21,1,143,251.21
13513,205.1,1,109,205.1
13514,152.2,1,40,152.2
13515,891.12,4,681,222.78
13516,1389.41,3,985,463.1366666666667
13517,2128.42,3,1369,709.4733333333334
13518,659.44,1,392,659.44
13519,122.75,1,23,122.75
13520,3624.35,6,1649,604.0583333333333
13521,1093.65,3,736,364.55
13522,125.8,1,44,125.8
13523,3964.88,5,1752,792.976
13524,680.18,5,324,136.036
13525,628.78,2,394,314.39
13527,2287.51,7,1692,326.7871428571429
13529,307.76,2,74,153.88
13531,483.8,2,174,241.9
13532,210.31,1,129,210.31
13533,270.79,3,204,90.26333333333334
13534,5870.08,25,2961,234.8032
13536,3448.29,7,2136,492.61285714285714
13538,1280.85,7,175,182.97857142857143
13539,631.34,3,320,210.4466666666667
13544,291.41,2,127,145.705
13546,626.99,3,359,208.99666666666667
13548,682.41,2,441,341.205
13549,918.2,7,458,131.17142857142858
13551,91.80000000000001,1,12,91.80000000000001
13552,3740.07,12,1417,311.6725
13555,4149.28,4,2660,1037.32
13557,584.06,2,546,292.03
13558,605.06,4,344,151.265
13560,174.37,1,64,174.37
13561,141.85999999999999,1,83,141.85999999999999
13562,1799.3300000000002,3,757,599.7766666666668
13563,777.53,2,209,388.765
13564,1749.02,3,661,583.0066666666667
13565,240.22,2,172,120.11
13566,874.71,2,575,437.355
13568,192.85,1,70,192.85
13569,373.75,2,164,186.875
13570,239.49,1,161,239.49
13571,2092.32,12,1759,174.36
13572,1384.25,1,534,1384.25
13573,294.4,2,303,147.2
13575,732.07,5,449,146.41400000000002
13576,6717.34,18,2646,373.18555555555554
13577,1687.6000000000001,4,791,421.90000000000003
13579,467.04,2,176,233.52
13581,118.0,1,30,118.0
13583,781.03,1,725,781.03
13584,142.4,1,37,142.4
13587,712.4,1,180,712.4
13588,2478.95,9,2606,275.43888888888887
13589,379.65,2,114,189.825
13590,1981.92,6,1848,330.32
13591,1117.13,3,485,372.3766666666667
13592,247.96,4,84,61.99
13593,2037.08,5,731,407.416
13594,396.97,1,359,396.97
13596,697.04,2,406,348.52
13598,180.17000000000002,1,58,180.17000000000002
13599,5153.67,21,3294,245.41285714285715
13600,219.52,1,324,219.52
13601,693.32,2,548,346.66
13602,428.89,1,267,428.89
13603,164.34,1,164,164.34
13606,280.54,3,279,93.51333333333334
13607,678.01,1,290,678.01
13610,1131.88,7,516,161.69714285714286
13611,1171.8,3,766,390.59999999999997
13614,1610.46,4,570,402.615
13615,417.69,1,189,417.69
13617,544.18,3,300,181.39333333333332
13618,177.34,1,246,177.34
13621,213.85,1,343,213.85
13623,747.78,5,294,149.55599999999998
13626,257.23,1,209,257.23
13627,1638.47,5,1269,327.694
13629,7792.36,11,4372,708.3963636363636
13630,2031.78,7,1391,290.2542857142857
13631,3070.42,11,467,279.1290909090909
13632,2121.27,5,1037,424.254
13634,1575.16,5,704,315.03200000000004
13635,1071.03,1,677,1071.03
13636,949.12,5,592,189.824
13637,810.5,3,409,270.1666666666667
13638,122.64,1,93,122.64
13639,1033.34,1,800,1033.34
13642,354.8,1,173,354.8
13643,519.44,3,273,173.14666666666668
13644,2624.26,4,2067,656.065
13645,252.1,1,158,252.1
13647,1678.1200000000001,4,895,419.53000000000003
13649,346.6,2,139,173.3
13650,1836.34,6,922,306.0566666666667
13651,94.2,2,33,47.1
13652,1095.08,3,578,365.02666666666664
13654,2707.33,6,2182,451.22166666666664
13655,932.97,2,605,466.485
13656,379.65,2,490,189.825
13657,382.14,2,209,191.07
13658,2639.17,5,1019,527.8340000000001
13659,1573.2,2,894,786.6
13662,897.76,3,543,299.25333333333333
13663,189.47,1,91,189.47
13666,84.65,3,41,28.21666666666667
13667,305.02,1,154,305.02
13668,6363.59,21,3742,303.02809523809526
13669,218.55,2,237,109.275
13670,349.7,1,282,349.7
13672,186.39,2,57,93.195
13673,396.92,2,119,198.46
13675,486.82,2,330,243.41
13678,232.6,1,924,232.6
13680,3722.42,4,1936,930.605
13681,827.83,4,360,206.9575
13682,59.5,1,10,59.5
13684,67.23,1,39,67.23
13685,3119.44,7,5056,445.63428571428574
13686,72.0,1,70,72.0
13689,910.0,1,512,910.0
13690,172.25,1,67,172.25
13692,1488.32,3,1226,496.1066666666666
13694,65039.62,50,63312,1300.7924
13695,2504.13,15,1603,166.942
13697,151.3,1,177,151.3
13699,308.58,1,66,308.58
13700,2265.12,10,2304,226.512
13703,99.5,1,10,99.5
13704,2308.06,9,1531,256.4511111111111
13705,711.86,3,363,237.28666666666666
13706,330.79,1,189,330.79
13707,806.41,2,351,403.205
13708,296.88,1,306,296.88
13709,6328.05,13,3516,486.7730769230769
13710,180.48,1,176,180.48
13711,252.06,2,140,126.03
13712,228.84,1,352,228.84
13715,1079.34,5,563,215.868
13716,138.28,1,138,138.28
13717,1445.01,6,1959,240.835
13718,306.55,2,173,153.275
13719,1041.68,5,609,208.336
13720,799.9,4,501,199.975
13721,524.14,1,316,524.14
13722,2375.41,3,1401,791.8033333333333
13723,199.85,1,43,199.85
13725,1980.56,8,806,247.57
13726,1079.66,2,1054,539.83
13727,333.48,2,162,166.74
13728,1016.14,6,458,169.35666666666665
13730,752.6,2,488,376.3
13731,610.59,2,278,305.295
13732,491.86,1,498,491.86
13735,2885.2400000000002,4,1130,721.3100000000001
13736,731.9,2,497,365.95
13737,339.6,1,125,339.6
13739,216.9,1,54,216.9
13740,350.75,1,425,350.75
13741,668.43,3,218,222.80999999999997
13742,3131.02,12,1124,260.91833333333335
13743,1341.6,7,1776,191.65714285714284
13744,1156.36,2,1249,578.18
13745,300.04,1,496,300.04
13747,79.6,1,8,79.6
13748,948.25,5,439,189.65
13750,1647.26,5,516,329.452
13751,296.25,1,152,296.25
13752,1186.28,6,876,197.71333333333334
13753,741.26,1,512,741.26
13754,282.6,2,214,141.3
13755,2161.35,9,1264,240.14999999999998
13756,5189.52,14,3188,370.68
13758,3190.55,7,1844,455.79285714285714
13759,659.41,2,287,329.705
13760,286.79,2,197,143.395
13761,1070.65,2,642,535.325
13762,306.72,1,272,306.72
13763,1714.96,1,728,1714.96
13764,1521.76,3,932,507.25333333333333
13767,17220.36,37,7322,465.41513513513513
13769,2796.5099999999998,10,1163,279.65099999999995
13771,2634.45,4,1477,658.6125
13772,1132.13,3,546,377.3766666666667
13774,345.0,1,192,345.0
13777,25977.16,33,12897,787.1866666666666
13778,178.7,1,70,178.7
13780,360.01,2,318,180.005
13781,127.84,1,30,127.84
13782,912.0,6,371,152.0
13784,2462.79,11,2493,223.89
13786,230.4,1,136,230.4
13787,309.04,2,337,154.52
13790,348.8,1,748,348.8
13791,1516.0,2,1200,758.0
13792,195.55,2,92,97.775
13798,37153.85,57,23948,651.8219298245614
13799,688.86,2,402,344.43
13800,558.3199999999999,1,331,558.3199999999999
13801,324.8,1,168,324.8
13802,4599.42,3,2572,1533.14
13803,277.07,1,121,277.07
13804,2635.79,7,1498,376.5414285714286
13805,924.5999999999999,2,1900,462.29999999999995
13806,256.38,1,56,256.38
13807,112.6,1,36,112.6
13808,1747.66,5,782,349.53200000000004
13809,155.05,1,29,155.05
13810,1499.01,3,312,499.67
13811,814.5,3,68,271.5
13812,539.0,3,333,179.66666666666666
13813,1366.86,4,552,341.715
13814,1579.12,2,864,789.56
13815,4027.36,4,2560,1006.84
13816,571.67,2,269,285.835
13817,382.98,2,211,191.49
13819,1140.35,3,1109,380.1166666666666
13821,385.64,2,153,192.82
13822,632.0,2,611,316.0
13823,957.66,2,439,478.83
13824,1698.94,5,768,339.788
13826,189.5,1,82,189.5
13827,412.05,3,141,137.35
13828,209.49,1,311,209.49
13831,2202.99,6,745,367.16499999999996
13832,52.2,1,28,52.2
13833,384.8,1,118,384.8
13835,834.57,4,442,208.6425
13837,271.24,2,183,135.62
13838,691.73,4,263,172.9325
13841,85.0,1,100,85.0
13842,3385.62,9,1768,376.18
13844,361.62,1,196,361.62
13845,312.98,1,182,312.98
13846,865.06,3,388,288.3533333333333
13848,1255.0,3,3700,418.3333333333333
13849,1537.95,2,1016,768.975
13850,1595.48,1,944,1595.48
13851,2651.46,3,1705,883.82
13853,1090.1399999999999,1,312,1090.1399999999999
13854,8109.5199999999995,25,2296,324.38079999999997
13856,388.5,3,494,129.5
13858,216.17000000000002,1,75,216.17000000000002
13859,201.16,1,129,201.16
13860,1245.9,5,591,249.18
13862,2209.36,8,1688,276.17
13863,305.78,1,224,305.78
13865,501.56,4,204,125.39
13866,145.67,1,57,145.67
13867,1015.29,3,513,338.43
13868,3192.54,2,1964,1596.27
13869,3104.95,4,1721,776.2375
13870,2770.94,8,1325,346.3675
13871,6403.25,13,2806,492.5576923076923
13873,389.6,3,140,129.86666666666667
13874,540.45,1,180,540.45
13875,1786.79,5,1316,357.358
13876,122.7,1,36,122.7
13877,117.24,1,108,117.24
13878,1281.53,1,475,1281.53
13880,3219.77,13,1842,247.67461538461538
13881,17159.52,20,10118,857.976
13882,1191.13,5,953,238.22600000000003
13883,2674.48,5,1436,534.896
13884,787.6,5,300,157.52
13885,506.8,2,182,253.4
13886,243.56,1,126,243.56
13887,349.55,1,147,349.55
13888,605.63,2,258,302.815
13889,416.9,1,146,416.9
13890,1883.81,10,831,188.381
13892,632.97,4,983,158.2425
13893,821.1,1,190,821.1
13894,564.62,3,354,188.20666666666668
13895,2593.07,4,1365,648.2675
13897,311.16,1,200,311.16
13898,155.93,1,133,155.93
13899,388.52,2,156,194.26
13900,740.95,3,430,246.98333333333335
13901,2867.2,5,1739,573.4399999999999
13904,332.64,2,332,166.32
13908,2369.55,4,1478,592.3875
13911,2580.91,9,2731,286.7677777777778
13914,626.45,2,380,313.225
13917,272.04,2,228,136.02
13918,1212.84,2,1140,606.42
13919,384.81,2,474,192.405
13922,172.25,1,93,172.25
13923,351.13,1,185,351.13
13924,1838.85,6,1575,306.47499999999997
13925,678.25,4,331,169.5625
13926,223.85,1,104,223.85
13927,348.99,1,214,348.99
13928,464.57,4,129,116.1425
13929,842.65,2,143,421.325
13930,337.34,2,274,168.67
13931,1237.53,2,725,618.765
13932,307.4,1,72,307.4
13933,608.79,2,205,304.395
13934,922.1,1,390,922.1
13936,376.58,1,330,376.58
13937,158.85,1,123,158.85
13938,71.66,1,70,71.66
13939,568.55,3,847,189.51666666666665
13940,839.14,4,516,209.785
13941,5112.96,5,2364,1022.592
13946,561.57,3,443,187.19000000000003
13947,90.6,1,44,90.6
13948,102.0,1,40,102.0
13949,2427.3199999999997,6,2474,404.5533333333333
13950,745.06,4,323,186.265
13951,674.45,3,459,224.8166666666667
13952,3251.071,2,1431,1625.5355
13953,3515.68,7,2724,502.23999999999995
13954,439.92,2,150,219.96
13955,322.96,2,154,161.48
13956,1026.42,5,491,205.28400000000002
13959,598.2,3,357,199.4
13960,230.22,2,142,115.11
13962,169.54999999999998,2,87,84.77499999999999
13963,664.54,4,460,166.135
13967,80.7,1,42,80.7
13969,9053.94,18,4542,502.99666666666667
13971,2758.2599999999998,8,1844,344.78249999999997
13972,190.25,2,187,95.125
13973,264.7,1,109,264.7
13974,413.59,1,249,413.59
13975,2526.28,6,1732,421.0466666666667
13976,357.98,1,154,357.98
13978,196.79,2,315,98.395
13979,869.87,1,639,869.87
13980,200.14,1,172,200.14
13982,1871.81,4,1136,467.9525
13983,2603.43,12,1183,216.9525
13984,920.51,5,679,184.102
13985,7066.982986105,15,3447,471.1321990736667
13986,320.46,1,430,320.46
13988,4147.96,6,3044,691.3266666666667
13989,1266.08,2,1313,633.04
13990,311.3,1,190,311.3
13991,855.97,6,998,142.66166666666666
13992,76.8,1,64,76.8
13993,3466.36,9,900,385.1511111111111
13994,2313.14,6,940,385.5233333333333
13995,1393.69,5,879,278.738
13999,3901.81,12,2243,325.1508333333333
14000,635.66,1,710,635.66
14001,2043.08,3,962,681.0266666666666
14002,529.73,2,877,264.865
14004,4582.64,7,2668,654.6628571428572
14005,2874.72,5,2478,574.944
14006,962.19,3,641,320.73
14009,695.61,2,365,347.805
14012,328.8,1,160,328.8
14013,473.02,3,462,157.67333333333332
14014,505.18,1,1076,505.18
14015,917.34,1,378,917.34
14016,4341.21,4,2125,1085.3025
14019,1421.61,3,1037,473.86999999999995
14020,642.8,2,441,321.4
14021,631.9,3,192,210.63333333333333
14022,440.0,1,487,440.0
14023,584.0699999999999,2,345,292.03499999999997
14024,327.7,2,150,163.85
14027,104.82,1,62,104.82
14029,467.66,2,198,233.83
14030,2360.09,8,1479,295.01125
14031,17286.86,19,5788,909.8347368421053
14032,2975.59,11,2032,270.5081818181818
14034,651.82,3,423,217.27333333333334
14035,1428.02,5,739,285.604
14036,626.65,1,268,626.65
14037,147.2,2,46,73.6
14038,1560.38,3,965,520.1266666666667
14039,152.2,1,92,152.2
14040,3614.92,12,1554,301.24333333333334
14041,141.41,1,94,141.41
14044,652.82,4,308,163.205
14045,1659.75,4,535,414.9375
14046,154.99,1,460,154.99
14047,1308.61,5,381,261.722
14048,409.93,1,288,409.93
14049,5681.72,4,3870,1420.43
14050,746.36,2,689,373.18
14051,15610.39,23,3756,678.7126086956522
14052,225.36,1,89,225.36
14053,260.25,2,215,130.125
14054,92.46000000000001,1,62,92.46000000000001
14055,725.64,1,216,725.64
14056,8214.65,23,4273,357.1586956521739
14057,6217.96,17,4876,365.76235294117646
14059,183.6,1,128,183.6
14060,6140.42,19,5386,323.18
14062,10464.85,12,5593,872.0708333333333
14064,1353.74,5,1788,270.748
14066,152.55,1,45,152.55
14067,374.7,2,361,187.35
14068,265.85,1,73,265.85
14071,1438.82,8,995,179.8525
14073,151.04,1,130,151.04
14075,942.26,3,754,314.08666666666664
14076,122.47,1,81,122.47
14077,499.42,5,268,99.884
14078,1049.3700000000001,6,310,174.895
14079,375.1,1,301,375.1
14080,45.599999999999994,1,48,45.599999999999994
14081,934.52,2,596,467.26
14082,182.25,1,110,182.25
14083,1018.43,9,732,113.15888888888888
14085,4448.54,18,3184,247.14111111111112
14087,194.42,1,251,194.42
14088,50491.81,13,12665,3883.9853846153846
14089,161.0,1,134,161.0
14090,76.32,1,72,76.32
14092,4076.91,14,2066,291.2078571428571
14093,442.85,1,406,442.85
14096,65164.79,17,16352,3833.2229411764706
14098,147.35,1,104,147.35
14099,3104.17,11,2179,282.1972727272727
14100,194.9,1,64,194.9
14101,5976.79,6,6942,996.1316666666667
14102,1360.28,5,961,272.056
14104,216.21,2,72,108.105
14105,1266.23,1,800,1266.23
14107,2703.23,7,1793,386.17571428571426
14108,597.91,2,381,298.955
14109,144.2,1,88,144.2
14110,5695.75954546,12,2457,474.6466287883333
14111,692.85,4,458,173.2125
14112,2915.15,7,1651,416.45
14113,1840.42,4,745,460.105
14114,386.53,2,101,193.265
14116,1382.74,5,707,276.548
14117,90.0,1,72,90.0
14121,2780.15,4,2082,695.0375
14124,419.58,1,1618,419.58
14125,2740.43,3,1640,913.4766666666666
14126,706.13,3,508,235.37666666666667
14127,709.71,3,321,236.57000000000002
14128,637.5,2,564,318.75
14129,1123.86,5,592,224.772
14130,483.86,1,258,483.86
14132,3586.0299999999997,11,3368,326.00272727272727
14133,605.64,3,348,201.88
14135,4690.31,15,3850,312.68733333333336
14138,982.38,2,610,491.19
14139,415.82,1,510,415.82
14140,935.05,2,811,467.525
14141,915.13,4,355,228.7825
14142,311.81,1,313,311.81
14143,115.8,1,30,115.8
14145,3742.2,4,756,935.55
14146,4191.0,5,2437,838.2
14147,483.4,2,108,241.7
14148,157.2,1,16,157.2
14149,446.62,1,218,446.62
14150,658.64,2,496,329.32
14152,621.29,2,711,310.645
14154,1345.62,2,465,672.81
14155,118.75,1,25,118.75
14156,117379.63,55,57885,2134.175090909091
14157,432.88,2,284,216.44
14158,507.65999999999997,1,781,507.65999999999997
14159,4693.01,11,4408,426.6372727272728
14161,1110.52,3,455,370.17333333333335
14162,289.36,2,142,144.68
14163,2445.91,4,893,611.4775
14164,1631.77,2,1033,815.885
14165,122.53999999999999,1,54,122.53999999999999
14167,574.84,4,150,143.71
14171,363.79,1,167,363.79
14173,450.84,4,150,112.71
14174,134.46,1,94,134.46
14175,3222.3,3,1515,1074.1000000000001
14176,576.9,4,209,144.225
14177,559.41,4,205,139.8525
14178,1620.93,7,1505,231.5614285714286
14179,719.78,2,330,359.89
14180,4748.5199999999995,25,719,189.94079999999997
14184,452.89,1,127,452.89
14185,197.65,1,6,197.65
14188,2054.36,6,1162,342.3933333333334
14189,4654.08,15,3937,310.272
14191,4684.76,13,3662,360.36615384615385
14193,853.39,2,445,426.695
14194,11349.52,21,5840,540.4533333333334
14195,1012.0,2,760,506.0
14196,335.52,1,142,335.52
14198,701.4,4,290,175.35
14199,185.39999999999998,1,28,185.39999999999998
14201,747.4399999999999,7,590,106.77714285714285
14204,161.03,1,82,161.03
14205,466.7,2,204,233.35
14206,328.15999999999997,1,276,328.15999999999997
14208,151.74,1,114,151.74
14209,2073.43,6,691,345.57166666666666
14210,1905.84,6,760,317.64
14211,2241.1,9,1242,249.0111111111111
14212,1070.48,1,1152,1070.48
14214,1004.38,5,751,200.876
14215,1789.72,6,1358,298.2866666666667
14216,1839.3,4,594,459.825
14217,2004.98,17,689,117.94
14218,169.48,1,160,169.48
14219,89.94,1,78,89.94
14220,632.4,2,272,316.2
14221,3432.8,9,2191,381.4222222222222
14222,683.17,1,607,683.17
14223,991.13,3,585,330.37666666666667
14224,1050.12,4,514,262.53
14226,2232.19,5,1308,446.438
14227,3350.96,10,1820,335.096
14229,1547.2,3,610,515.7333333333333
14231,925.71,3,409,308.57
14232,2048.07,5,1941,409.61400000000003
14233,1462.72,4,680,365.68
14234,775.46,4,963,193.865
14235,3144.86,5,1959,628.972
14236,490.86,2,310,245.43
14237,161.0,1,38,161.0
14238,146.85,1,111,146.85
14239,2380.85,11,993,216.4409090909091
14240,890.34,2,418,445.17
14241,213.70000000000002,1,146,213.70000000000002
14242,280.55,2,123,140.275
14243,2588.77,10,1221,258.877
14245,1693.45,2,976,846.725
14246,1474.06,3,804,491.3533333333333
14247,136.77,1,47,136.77
14248,302.58,1,102,302.58
14250,1904.05,3,1200,634.6833333333333
14251,2879.7,5,1674,575.9399999999999
14256,969.06,2,414,484.53
14257,3099.72,5,1682,619.944
14258,12669.98,9,7100,1407.7755555555555
14259,120.0,1,68,120.0
14261,1163.45,2,406,581.725
14262,2618.23,8,1645,327.27875
14264,333.97,2,70,166.985
14265,530.18,2,330,265.09
14267,1516.24,3,530,505.41333333333336
14270,492.65,1,197,492.65
14271,112.32,1,88,112.32
14272,437.96,2,599,218.98
14273,559.97,4,264,139.9925
14276,1119.74,3,744,373.24666666666667
14277,4216.2,3,1984,1405.3999999999999
14280,134.04,1,52,134.04
14282,3729.34,15,2668,248.62266666666667
14284,595.25,2,161,297.625
14285,1910.01,4,541,477.5025
14286,4628.75,3,4338,1542.9166666666667
14287,176.63,3,261,58.876666666666665
14288,426.6,1,188,426.6
14289,911.26,6,292,151.87666666666667
14290,2314.65,5,915,462.93
14291,3883.25,11,2749,353.02272727272725
14292,4871.93,9,1663,541.3255555555556
14293,1046.56,4,709,261.64
14295,166.2,1,84,166.2
14297,1305.33,4,865,326.3325
14298,51527.3,44,58343,1171.075
14299,3965.62,9,2149,440.6244444444444
14300,43.2,1,32,43.2
14301,640.14,1,606,640.14
14304,383.45,1,139,383.45
14305,1858.96,3,1089,619.6533333333333
14306,2093.32,2,1075,1046.66
14307,2995.72,6,2058,499.28666666666663
14309,2352.53,9,1633,261.39222222222224
14311,310.26,1,146,310.26
14312,1611.59,6,1012,268.5983333333333
14314,120.0,1,296,120.0
14315,2481.13,6,1021,413.5216666666667
14317,508.58,1,255,508.58
14320,477.78999999999996,2,325,238.89499999999998
14321,1530.75,5,2406,306.15
14323,605.06,2,350,302.53
14326,183.85,1,103,183.85
14327,311.65,1,139,311.65
14329,5014.84,7,3095,716.4057142857143
14331,462.65999999999997,2,252,231.32999999999998
14332,866.3100000000001,3,481,288.77000000000004
14333,415.2,1,58,415.2
14334,2552.21,8,1731,319.02625
14335,468.26,2,379,234.13
14336,1614.91,4,1759,403.7275
14338,588.22,2,335,294.11
14339,309.52,1,168,309.52
14340,134.7,1,58,134.7
14341,2182.28,8,1403,272.785
14342,668.56,4,347,167.14
14344,889.9300000000001,8,477,111.24125000000001
14345,108.98,1,50,108.98
14346,1021.58,2,605,510.79
14348,409.57,1,183,409.57
14349,133.5,1,86,133.5
14350,282.93,1,183,282.93
14351,51.0,1,12,51.0
14352,1078.96,4,538,269.74
14353,90.6,1,64,90.6
14354,163.62,2,210,81.81
14355,174.4,1,92,174.4
14356,701.23,2,277,350.615
14357,225.77,1,148,225.77
14359,912.18,3,371,304.06
14360,2128.23,4,1151,532.0575
14362,161.2,1,100,161.2
14364,3717.35,8,1967,464.66875
14367,9261.52,16,4438,578.845
14368,155.0,1,36,155.0
14371,100.5,1,34,100.5
14373,76.55,1,17,76.55
14375,257.68,1,194,257.68
14377,617.05,2,219,308.525
14379,348.1,2,292,174.05
14381,202.68,1,146,202.68
14382,626.0699999999999,1,1237,626.0699999999999
14383,1247.69,3,817,415.8966666666667
14385,202.10999999999999,3,159,67.36999999999999
14386,142.4,1,54,142.4
14387,1770.56,3,819,590.1866666666666
14388,3212.84,8,1941,401.605
14389,1043.46,2,729,521.73
14390,4652.82,9,2136,516.98
14393,67.95,1,13,67.95
14395,3507.71,9,1693,389.74555555555554
14396,487.99,2,225,243.995
14397,2612.96,19,1890,137.52421052631578
14400,574.7,1,454,574.7
14401,4051.48,13,4507,311.6523076923077
14403,1475.81,4,519,368.9525
14404,1474.32,6,839,245.72
14406,156.75,1,77,156.75
14407,2157.73,6,1415,359.62166666666667
14408,2606.53,7,1616,372.3614285714286
14409,2059.45,6,1230,343.2416666666666
14410,1111.527659574,9,573,123.50307328599999
14411,1063.0,1,196,1063.0
14412,770.03,2,786,385.015
14413,122.7,1,68,122.7
14414,1496.98,7,2512,213.8542857142857
14415,5900.28,13,3011,453.86769230769227
14416,490.22,2,326,245.11
14418,1937.25,3,1711,645.75
14419,1058.06,6,487,176.34333333333333
14420,387.52,1,334,387.52
14421,813.11,2,365,406.555
14422,4263.64,6,2906,710.6066666666667
14423,265.2,1,120,265.2
14424,322.08,1,48,322.08
14426,4481.67,10,2699,448.16700000000003
14427,363.34000000000003,2,228,181.67000000000002
14428,1244.83,5,436,248.96599999999998
14431,470.36,1,130,470.36
14432,2255.5099999999998,6,2070,375.9183333333333
14434,1372.8,6,368,228.79999999999998
14436,89.06,1,129,89.06
14437,63.0,1,60,63.0
14438,131.9,1,82,131.9
14439,2661.2400000000002,1,526,2661.2400000000002
14440,2357.68,5,588,471.53599999999994
14441,1712.8899999999999,4,446,428.22249999999997
14442,1589.82,2,482,794.91
14443,1420.2,4,938,355.05
14446,1039.58,4,933,259.895
14447,1163.23,5,571,232.64600000000002
14448,375.35,2,104,187.675
14449,907.1,4,757,226.775
14450,483.25,3,241,161.08333333333334
14451,662.59,2,389,331.295
14452,264.44,2,119,132.22
14453,119.93,1,49,119.93
14456,3062.4,9,2908,340.26666666666665
14457,113.64,1,88,113.64
14459,1837.92,1,760,1837.92
14460,434.34,3,881,144.78
14461,2103.06,3,766,701.02
14462,2004.02,11,964,182.18363636363637
14463,529.62,3,179,176.54
14465,1058.6200000000001,3,405,352.8733333333334
14466,2272.4,7,1006,324.62857142857143
14467,598.76,4,278,149.69
14470,461.19,2,193,230.595
14472,1936.84,8,1160,242.105
14473,234.34,2,88,117.17
14474,547.66,1,140,547.66
14475,925.85,3,447,308.6166666666667
14476,215.7,1,132,215.7
14477,1309.6,4,720,327.4
14479,316.25,2,117,158.125
14480,279.05,1,143,279.05
14481,636.51,2,489,318.255
14482,2068.15,6,1646,344.69166666666666
14483,137.1,1,97,137.1
14484,321.92,1,210,321.92
14485,165.75,1,71,165.75
14487,1196.33,6,735,199.38833333333332
14488,1064.28,1,799,1064.28
14489,463.38,1,299,463.38
14491,340.93,2,139,170.465
14493,2383.24,5,1285,476.64799999999997
14494,139.56,1,92,139.56
14495,123.80000000000001,2,62,61.900000000000006
14496,538.8100000000001,2,159,269.40500000000003
14497,475.37,1,235,475.37
14498,1957.32,5,1098,391.464
14499,815.32,3,501,271.77333333333337
14500,356.85,3,117,118.95
14501,251.20999999999998,2,161,125.60499999999999
14502,2470.67,11,1498,224.60636363636365
14503,3543.26,6,2004,590.5433333333334
14504,673.26,4,308,168.315
14505,5905.64,8,2759,738.205
14506,2012.17,5,730,402.434
14507,1383.18,6,600,230.53
14508,276.42,2,131,138.21
14511,1314.81,5,784,262.962
14512,275.28,2,122,137.64
14513,455.59000000000003,3,361,151.86333333333334
14514,1055.35,3,589,351.7833333333333
14515,2102.09,6,1134,350.34833333333336
14517,330.45,2,91,165.225
14518,174.37,1,278,174.37
14520,270.6,2,146,135.3
14522,974.54,4,525,243.635
14523,241.09,1,251,241.09
14524,1867.68,9,676,207.52
14525,4332.2,9,2696,481.35555555555555
14527,8508.82,55,2089,154.7058181818182
14528,364.21999999999997,1,278,364.21999999999997
14529,620.04,3,348,206.67999999999998
14530,2925.91,6,1410,487.65166666666664
14532,932.85,4,284,233.2125
14533,1949.72,7,4019,278.5314285714286
14534,4447.05,18,2047,247.05833333333334
14535,2864.19,3,1831,954.73
14536,171.8,1,40,171.8
14537,355.56,1,120,355.56
14538,388.25,2,155,194.125
14539,537.48,2,428,268.74
